id,price,price_display,frequency,property_type,bedrooms,bathrooms,address,summary,property_url,contact_url,branch,branch_id,added_or_reduced,first_visible_date,let_type,postcode,search_date,letting_details,property_size_sqft,property_size_sqm,scraping_success,scraping_error
165819200,1350,"£1,350 pcm",monthly,Apartment,1,1.0,"Lewisham High Street, London, SE13",No Deposit Option Available For Tenants Stirling Ackroyd are delighted to present this newly refurbished one bedroom apartment situated on the upper floor above commercial unit which is located on the popular Lewisham High Street. The property offers a brand-new kitchen and ...,https://www.rightmove.co.uk/properties/165819200#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=165819200,"Stirling Ackroyd Lettings, West Byfleet",262121,Reduced on 10/10/2025,2025-08-15T23:15:23Z,,SE13,2025-10-15T18:17:12.014732,"{'let available date': 'Now', 'deposit': '£1,557A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,
167526719,1300,"£1,300 pcm",monthly,Flat,1,1.0,"Myers Lane, London, New Cross, SE14","First floor one bedroom apartment in quiet development close to South Bermondsey and New Cross Gate stations. The property offers a large and bright reception room, spacious kitchen, double bedroom and bathroom. It also benefits from off street parking. Available part furnished.",https://www.rightmove.co.uk/properties/167526719#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167526719,"Reside, New Cross",9349,Reduced on 10/10/2025,2025-09-27T14:42:13Z,,SE14,2025-10-15T18:17:12.014739,"{'let available date': '25/10/2025', 'deposit': '£1,500A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,
166624559,1300,"£1,300 pcm",monthly,Flat,1,1.0,"Ravensbourne Road, Tff 20 Ravensbourne Road, SE6","Welcome to this well-presented 1-bedroom, 1-bathroom flat, perfectly suited for first-time buyers, downsizers, or buy-to-let investors.",https://www.rightmove.co.uk/properties/166624559#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=166624559,"We Can Properties, London",216545,Reduced on 09/10/2025,2025-09-05T11:04:26Z,,SE6,2025-10-15T18:17:12.014744,"{'let available date': 'Ask agent', 'deposit': '£1,730A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,
168046307,1400,"£1,400 pcm",monthly,Apartment,1,1.0,"The Quarterdeck, London, E14","BRIGHT & SPACIOUS one bedroom apartment near Canary Wharf, offering west-facing views and a wealth of storage space.",https://www.rightmove.co.uk/properties/168046307#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168046307,"The Online Letting Agents Ltd, Bury St Edmunds",82831,Added on 09/10/2025,2025-10-09T16:11:51Z,,E14,2025-10-15T18:17:12.014752,"{'let available date': 'Now', 'deposit': '£1,615A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': '6 months', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",500.0,,True,
168041786,1500,"£1,500 pcm",monthly,Ground Flat,1,1.0,"Park Grove, London, E15","Available NOW!!! Email via RightMove to book your viewings Beautiful Presented Ground Floor 1 Bedroom Flat- This beautifully decorated one bedroom ground floor flat benefits a large private garden, modern kitchen, and a spacious reception room.",https://www.rightmove.co.uk/properties/168041786#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168041786,"Eastbank Studios Ltd, London - Lettings",105577,Added on 09/10/2025,2025-10-09T15:12:12Z,,E15,2025-10-15T18:17:12.014758,"{'let available date': '17/10/2025', 'deposit': 'Ask agentA deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished or unfurnished, landlord is flexible', 'council tax': 'Ask agent'}",,,True,
166990151,1445,"£1,445 pcm",monthly,Flat,1,1.0,"Lewisham Road, London","A stylishly decorated, one bedroom ground floor apartment. Situated in an excellent location, a 2 minute stroll to Lewisham station and an even shorter stroll to local amenities including Tescos which is literally opposite. This property boasts a bright lounge with high ceilings...",https://www.rightmove.co.uk/properties/166990151#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=166990151,"Charles Knight Estate Agents, Lewisham",279419,Reduced on 09/10/2025,2025-09-15T09:34:19Z,,,2025-10-15T18:17:12.014763,"{'let available date': 'Now', 'deposit': '£1,667A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Ask agent', 'council tax': 'Ask agent'}",,,True,
168033092,1400,"£1,400 pcm",monthly,Flat,1,1.0,"Amersham Road, New Cross, SE14",AVAILABLE NOW - FURNISHED. A light and bright apartment located within a short walk of New Cross Station and local amenities. MORE PICS TO COME,https://www.rightmove.co.uk/properties/168033092#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168033092,"Nested, Nationwide",269723,Added on 09/10/2025,2025-10-09T13:10:11Z,,SE14,2025-10-15T18:17:12.014768,"{'let available date': 'Now', 'deposit': '£1,615A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,
168028388,1400,"£1,400 pcm",monthly,Flat,1,1.0,"Canning Road, London, E15","Guide Price: £1,400PCM - £1,600PCM Hunters are proud to present this beautiful one bedroom apartment in the highly desirable area of West Ham, E15. Located in the innovative development – Channelsea House, take advantage of luxury living taken to new heights. The property boasts a c...",https://www.rightmove.co.uk/properties/168028388#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168028388,"Hunters, Plaistow",107680,Added on 09/10/2025,2025-10-09T12:20:18Z,,E15,2025-10-15T18:17:12.014774,"{'let available date': 'Ask agent', 'deposit': 'Ask agentA deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Ask agent', 'council tax': 'Ask agent'}",,,True,
167624387,1400,"£1,400 pcm",monthly,Apartment,1,1.0,"Rushey Green, London, SE6","A smart and bright one bedroom apartment located in Catford. The station is approximately a 14 minute walk, added benefit of a entrance phone. Plenty of local amenities are nearby.",https://www.rightmove.co.uk/properties/167624387#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167624387,"Bryan & Keegan, London",102278,Reduced on 08/10/2025,2025-09-30T16:15:16Z,,SE6,2025-10-15T18:17:12.014779,"{'let available date': 'Now', 'deposit': '£1,500A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",546.0,51.0,True,
167997914,1490,"£1,490 pcm",monthly,Flat,1,1.0,"Woodvale, London, SE23","Beautiful modern one bedroom in converted 1880’s pub has conservatory room ensuite to bedroom with large skylight so is perfect for study, office or chill out snug. Newly repainted and varnished w... ** Property Reference: 2652176 **",https://www.rightmove.co.uk/properties/167997914#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167997914,"OpenRent, London",96668,Added on 08/10/2025,2025-10-08T16:27:07Z,,SE23,2025-10-15T18:17:12.014785,"{'let available date': 'Now', 'deposit': '£1,719A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished or unfurnished, landlord is flexible', 'council tax': 'Ask agent'}",,,True,
167217980,1450,"£1,450 pcm",monthly,Apartment,1,1.0,"East Dulwich Road, East Dulwich, London, SE22",This charming top floor one bedroom flat is situated in a fantastic Victorian detached house opposite Goose Green.,https://www.rightmove.co.uk/properties/167217980#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167217980,"Winkworth, Dulwich",47825,Reduced on 07/10/2025,2025-09-20T00:00:22Z,,SE22,2025-10-15T18:17:12.014798,"{'let available date': '01/11/2025', 'deposit': '£0A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Part furnished', 'council tax': 'Ask agent'}",,,True,
167706299,1400,"£1,400 pcm",monthly,Flat,1,1.0,"Knowles Hill Crescent, Lewisham",A well presented one bedroom ground floor flat offering secure courtyard parking via electronic gates just 0.4 miles to Hither Green station.,https://www.rightmove.co.uk/properties/167706299#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167706299,"Dexters, Lewisham",66897,Reduced on 07/10/2025,2025-10-02T11:53:43Z,,,2025-10-15T18:17:12.014806,"{'let available date': 'Ask agent', 'deposit': '£1,615A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,
167931074,1400,"£1,400 pcm",monthly,Flat,1,1.0,"Archdale Road, East Dulwich, SE22","This one's for you if... Light, space, and simplicity come together beautifully in this Dulwich home. With wooden floors underfoot, an open-plan kitchen and living space filled with natural light, and a well-proportioned bedroom and bathroom, it’s the kind of place that feels eas...",https://www.rightmove.co.uk/properties/167931074#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167931074,"Paramount, London - Lettings",62636,Added on 07/10/2025,2025-10-07T17:06:03Z,,SE22,2025-10-15T18:17:12.014811,"{'let available date': 'Now', 'deposit': '£1,615A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",412.0,38.0,True,
167929118,1450,"£1,450 pcm",monthly,Flat,1,1.0,"Ladywell Water Tower, Brockley","A charming first floor flat in this converted water tower situated in a gated development. The flat comprises a large double bedroom, open plan kitchen / reception and a modern bathroom. The property also boasts a communal garden and off-street parking.",https://www.rightmove.co.uk/properties/167929118#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167929118,"Dexters, Lewisham",66897,Added on 07/10/2025,2025-10-07T16:47:16Z,,,2025-10-15T18:17:12.014816,"{'let available date': 'Ask agent', 'deposit': '£1,558A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,
167924939,1500,"£1,500 pcm",monthly,Flat,1,0.0,"Grove Vale, London","Nestled in the vibrant area of Grove Vale, London, this charming one-bedroom flat offers a delightful blend of period features and modern comforts. Spanning an inviting 463 square feet, the property has been thoughtfully refurbished to create a warm and welcoming atmosphere. The flat boa...",https://www.rightmove.co.uk/properties/167924939#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167924939,"Hammonds, London",39003,Added on 07/10/2025,2025-10-07T15:56:33Z,,,2025-10-15T18:17:12.014822,"{'let available date': 'Now', 'deposit': '£1,730A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",463.0,43.0,True,
167923259,1450,"£1,450 pcm",monthly,Flat,1,1.0,"Crosslet Vale, London, SE10","A well presented bright and spacious one bedroom apartment in this sought after modern development, conveniently located close to transport links into Central London and Canary Wharf.",https://www.rightmove.co.uk/properties/167923259#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167923259,"Truepenny's, Greenwich",93562,Added on 07/10/2025,2025-10-07T15:39:21Z,,SE10,2025-10-15T18:17:14.434803,"{'let available date': 'Now', 'deposit': '£1,673A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,
167903528,1400,"£1,400 pcm",monthly,Flat,1,1.0,"Deptford High Street, London, SE8","Charming ground floor flat on the vibrant High Street. Open-plan kitchen living area, private garden, cosy bedroom, stylish shower. Gas central heating. EPC rating C (74), council tax Band A.",https://www.rightmove.co.uk/properties/167903528#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167903528,"Kallars, London",289823,Added on 07/10/2025,2025-10-07T12:00:18Z,,SE8,2025-10-15T18:17:14.434835,"{'let available date': '22/10/2025', 'deposit': '£1,615A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",431.0,40.0,True,
166724297,1400,"£1,400 pcm",monthly,Apartment,1,1.0,"Hind House, Lewisham, SE14","Newly Refurbished Studio Flat in Lewisham SE14 - Bright, Spacious, and Available Now",https://www.rightmove.co.uk/properties/166724297#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=166724297,"Holland Properties, London",36516,Reduced on 07/10/2025,2025-09-08T14:16:50Z,,SE14,2025-10-15T18:17:14.434841,"{'let available date': 'Now', 'deposit': 'Ask agentA deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,
168004529,1500,"£1,500 pcm",monthly,Flat,1,1.0,Buchan Road London SE15,"Acorn are delighted to offer this stunning one bedroom flat to let. Perfect for a professional couple or single, the property is ideally located within a short walk of both Queens Road and Nunhead train stations. Energy Efficiency Rating - D",https://www.rightmove.co.uk/properties/168004529#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168004529,"Acorn, Peckham Rye",50692,Reduced on 07/10/2025,2025-10-08T18:03:47Z,,SE15,2025-10-15T18:17:14.434846,"{'let available date': '25/10/2025', 'deposit': '£1,731A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",479.0,45.0,True,
167891594,1300,"£1,300 pcm",monthly,Ground Flat,1,1.0,"Marlborough Lane, London, SE7",Newly refurbished and perfect for a single occupant or couple seeking modern comfort.,https://www.rightmove.co.uk/properties/167891594#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167891594,"Berkleys Property Group, London",290588,Added on 07/10/2025,2025-10-07T09:33:52Z,,SE7,2025-10-15T18:17:14.434850,"{'let available date': 'Ask agent', 'deposit': '£1,300A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': '6 months', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,
167541665,1325,"£1,325 pcm",monthly,Flat,1,1.0,"East Dulwich Grove, East Dulwich","An exceptional newly refurbished studio/room set within a charming Victorian property, just seconds from the vibrant bars, cafés, and restaurants of Lordship Lane. The studio/room has been thoughtfully designed to maximise space, comfortably accommodating a double bed, desk, dining area, and s...",https://www.rightmove.co.uk/properties/167541665#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167541665,"Dexters, East Dulwich",255212,Reduced on 06/10/2025,2025-09-29T09:20:48Z,,,2025-10-15T18:17:14.434855,"{'let available date': 'Ask agent', 'deposit': '£1,615A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Ask agent', 'council tax': 'Ask agent'}",,,True,
167846504,1350,"£1,350 pcm",monthly,Flat,1,1.0,"Lampmead Road, London, SE12","Recently Refurbished One-Bedroom Apartment Step into a stylishly updated home designed for modern living. Offered unfurnished, it’s a perfect blank canvas for you to make your own. The bright, well-proportioned living",https://www.rightmove.co.uk/properties/167846504#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167846504,"S Stone Management, Croydon",286994,Added on 06/10/2025,2025-10-06T11:47:25Z,,SE12,2025-10-15T18:17:14.434859,"{'let available date': '23/10/2025', 'deposit': '£1,557A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,
167839298,1450,"£1,450 pcm",monthly,Apartment,1,1.0,"Brockley Road, SE4","Right in the hub of Crofton Park, South East London's best kept secret, this well proportioned one bedroom flat has just become available to rent.",https://www.rightmove.co.uk/properties/167839298#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167839298,"Truepenny's, Dulwich",49874,Added on 06/10/2025,2025-10-06T10:14:24Z,,SE4,2025-10-15T18:17:14.434864,"{'let available date': '16/10/2025', 'deposit': '£1,673A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,
167638592,1300,"£1,300 pcm",monthly,Flat,1,1.0,"Brownhill Road, London, SE6","1 Bed Flat, Brownhill Road, SE6 We are proud to offer this delightful 1 bedroom, 1 bathroom flat in a great location. Available to move in from 13 October 2025, this property benefits from avail... ** Property Reference: 2638164 **",https://www.rightmove.co.uk/properties/167638592#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167638592,"OpenRent, London",96668,Reduced on 04/10/2025,2025-09-30T23:09:31Z,,SE6,2025-10-15T18:17:14.434868,"{'let available date': 'Now', 'deposit': '£1,300A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,
167799431,1475,"£1,475 pcm",monthly,Flat,1,1.0,"St. Mary Street, London, SE18","This third floor, one bedroom apartment is located in a quiet block in zone three and offers only a short walk to both Woolwich Dockyard BR and Woolwich Arsenal DLR stations. Boasting a modern bat... ** Property Reference: 2646818 **",https://www.rightmove.co.uk/properties/167799431#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167799431,"OpenRent, London",96668,Added on 04/10/2025,2025-10-04T02:06:44Z,,SE18,2025-10-15T18:17:14.434872,"{'let available date': '15/11/2025', 'deposit': '£1,475A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,
167785823,1500,"£1,500 pcm",monthly,Apartment,1,1.0,"Jemotts Court, Myers Lane, SE14","This modern, one bed property is available in the quiet development, Jemotts Court. The fully furnished property opens to a spacious hallway, with the bright living area and neutral kitchen to the right, and double bedroom to the left. The property is filled with light due to the double aspect wi...",https://www.rightmove.co.uk/properties/167785823#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167785823,"Living in London, Canada Water Tube Station",55268,Added on 03/10/2025,2025-10-03T16:57:08Z,,SE14,2025-10-15T18:17:14.435114,"{'let available date': 'Now', 'deposit': '£0A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Ask agent', 'council tax': 'Ask agent'}",,,True,
167785229,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Gilbert Close, Royal Herbert Pavilions, London, SE18",Larger than average ground floor apartment to let set within this popular Grade II listed development which includes use of the on site Leisure facilities and parking,https://www.rightmove.co.uk/properties/167785229#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167785229,"Kinleigh Folkard & Hayward - Lettings, Blackheath",57916,Added on 03/10/2025,2025-10-03T16:52:15Z,,SE18,2025-10-15T18:17:14.435127,"{'let available date': 'Now', 'deposit': '£1,730A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,
167778560,1450,"£1,450 pcm",monthly,Flat,1,,"Barking Road, London, E13","Welcome to your dream urban residence! We are delighted to present this newly developed 1-bedroom flat located in the vibrant area of Barking E13. This stunning apartment offers a contemporary living experience in a prime location, providing the perfect blend of comfort and convenience.",https://www.rightmove.co.uk/properties/167778560#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167778560,"David Conway & Co, South Harrow - Sales",6116,Added on 03/10/2025,2025-10-03T15:37:40Z,,E13,2025-10-15T18:17:14.435131,"{'let available date': 'Ask agent', 'deposit': 'Ask agentA deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Ask agent', 'council tax': 'Ask agent'}",,,True,
167707613,1450,"£1,450 pcm",monthly,Flat,1,1.0,"Rye Lane, London, SE15","An expansive 1 bed apartment, complete with a generously sized separate kitchen, is now available for rent on Rye Lane in the lively heart of Peckham. This well-designed living space boasts abunda... ** Property Reference: 2618820 **",https://www.rightmove.co.uk/properties/167707613#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167707613,"OpenRent, London",96668,Added on 02/10/2025,2025-10-02T12:13:21Z,,SE15,2025-10-15T18:17:14.435134,"{'let available date': 'Now', 'deposit': '£1,673A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,
166970840,1350,"£1,350 pcm",monthly,Flat,1,1.0,"Charlton, London, SE7",Available NOW - this ONE bedroom FLAT with garden situated on the ground floor of a purpose built block. Comprising a reception which gives access to both the separate kitchen and the small garden... ** Property Reference: 2585231 **,https://www.rightmove.co.uk/properties/166970840#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=166970840,"OpenRent, London",96668,Reduced on 02/10/2025,2025-09-13T11:06:43Z,,SE7,2025-10-15T18:17:14.435145,"{'let available date': 'Now', 'deposit': '£1,557A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,
166864766,1500,"£1,500 pcm",monthly,Flat,2,1.0,"Baizdon Road, London, SE3","""Cosy 2-bed flat in prime location. Bright living space, separate kitchen, private balcony. Residents' permit parking. EPC rating C (71), council tax band C.",https://www.rightmove.co.uk/properties/166864766#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=166864766,"Kallars, London",289823,Reduced on 02/10/2025,2025-09-11T10:42:12Z,,SE3,2025-10-15T18:17:14.435149,"{'let available date': 'Now', 'deposit': '£1,730A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Part furnished', 'council tax': 'Ask agent'}",667.0,62.0,True,
166117547,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Dagmar Court, Manchester Road, London, E14","This fully refurbished one-bedroom apartment situated on the first floor of a purpose-built block, sits moments away from the bank of the river Thames. It benefits from laminated flooring, a modern interior, bright reception with space for dining, double aspect windows, gas heating, a contemporar...",https://www.rightmove.co.uk/properties/166117547#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=166117547,"Keatons, Bow",25055,Reduced on 01/10/2025,2025-08-22T16:29:07Z,,E14,2025-10-15T18:17:14.435152,"{'let available date': 'Ask agent', 'deposit': '£1,730A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",501.0,47.0,True,
167590415,1500,"£1,500 pcm",monthly,Flat,1,1.0,"Well Street, London, E9","Charming 1-bed flat in the heart of Hackney, close to London Fields & Victoria Park. Ideal for professionals or couples seeking a vibrant East London lifestyle with excellent transport links & local amenities.",https://www.rightmove.co.uk/properties/167590415#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167590415,"Oakland Estates, Barkingside",55705,Added on 30/09/2025,2025-09-30T09:29:19Z,,E9,2025-10-15T18:17:14.435154,"{'let available date': '17/10/2025', 'deposit': '£1,730A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,
167552708,1350,"£1,350 pcm",monthly,Flat,1,1.0,"Myers Lane,  New Cross, SE14","One bedroom apartment in modern development. Modern kitchen, fresh and sparkling bathroom, sunny reception and roomy double bedroom. Double glazing and gas central heating throughout. Midway between New Cross Gate and South Bermondsey stations with links to The City and Central London. Available ...",https://www.rightmove.co.uk/properties/167552708#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167552708,"Reside, New Cross",9349,Added on 29/09/2025,2025-09-29T12:00:03Z,,SE14,2025-10-15T18:17:14.435157,"{'let available date': 'Now', 'deposit': '£1,555A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,
167429426,1400,"£1,400 pcm",monthly,Flat,1,1.0,"Tyrwhitt Road, Brockley, London, SE4",A top floor apartment to rent in this popular converted house in a fantastic location to local amenities and train links.,https://www.rightmove.co.uk/properties/167429426#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167429426,"Kinleigh Folkard & Hayward - Lettings, Brockley",121789,Added on 25/09/2025,2025-09-25T15:30:58Z,,SE4,2025-10-15T18:17:14.435159,"{'let available date': 'Now', 'deposit': '£1,344A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,
167426054,1450,"£1,450 pcm",monthly,Apartment,1,1.0,"Montem Road, London, SE23",Available NOW - This home presents a fantastic opportunity for Young Professionals as a comfortable long-term base,https://www.rightmove.co.uk/properties/167426054#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167426054,"Keller Williams Advantage, Covering South East",205682,Added on 25/09/2025,2025-09-25T14:39:43Z,,SE23,2025-10-15T18:17:14.435161,"{'let available date': 'Now', 'deposit': '£1,674A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read moreaboutdepositin our glossary page.', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Ask agent', 'council tax': 'Ask agent'}",,,True,
