id,price,price_display,frequency,property_type,bedrooms,bathrooms,address,summary,property_url,contact_url,branch,branch_id,added_or_reduced,first_visible_date,let_type,postcode,search_date,letting_details,property_size_sqft,property_size_sqm,scraping_success,scraping_error,edinburgh_distance_km,edinburgh_drive_time_minutes,edinburgh_transit_time_minutes,glasgow_distance_km,glasgow_drive_time_minutes,glasgow_transit_time_minutes
167070494,1750,"£1,750 pcm",monthly,Flat,2,1.0,"Manor Place, Edinburgh, EH3","DEPOSIT £500 - Two bedroom furnished property in Edinburgh. TO BOOK A VIEWING ONLINE, PLEASE FILL OUT THE CONTACT AGENT FORM.",https://www.rightmove.co.uk/properties/167070494#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167070494,"DJ Alexander, Edinburgh",29310,Reduced on 08/10/2025,2025-09-16T19:51:33Z,,EH3,2025-10-17T01:45:13.670604,"{'let available date': 'Now', 'deposit': '£500', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,1.98,4.8,31.6,74.82,57.1,182.4
168282200,1850,"£1,850 pcm",monthly,Flat,2,1.0,"Bedford Street, Edinburgh, EH4","2-Bedroom Apartment – Bedford Street, Stockbridge (EH4)Rent: £1,850 per month (excluding bills) Deposit: 6 weeks’ rent Size: 75 sqm / 807 sq ft EPC: C Council Tax: Band COccupancy: Max 2 peopleA... ** Property Reference: 2651040 **",https://www.rightmove.co.uk/properties/168282200#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168282200,"OpenRent, London",96668,Added yesterday,2025-10-16T23:10:18Z,,EH4,2025-10-17T01:45:13.670882,"{'let available date': '01/11/2025', 'deposit': '£2,562', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",807.0,,True,,6.91,12.0,32.7,69.63,50.5,136.0
168276653,1595,"£1,595 pcm",monthly,Detached,3,3.0,"Machrie Way, Fardalehill, Kilmarnock","**** STUNNING PROPERTY **** **** SHOWROOM CONDITION **** **** LANDSCAPED GARDENS **** **** DRIVEWAY AND GARAGE An absolutely stunning modern detached villa located in the highly desirable Fardalehill area in Kilmarnock, Ayrshire, Surrounded by beautifully landsca (cont.)",https://www.rightmove.co.uk/properties/168276653#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168276653,"ALLISON RESIDENTIAL LETTINGS LTD, Newton Mearns",144614,Reduced yesterday,2025-10-16T17:40:05Z,,,2025-10-17T01:45:13.670896,"{'let available date': '01/12/2025', 'deposit': '£3,190', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,112.21,83.3,166.1,37.24,32.5,97.2
168280088,1750,"£1,750 pcm",monthly,Flat,3,2.0,"Kilpatrick Grove, Edinburgh, EH6","ZERO DEPOSIT OPTION AVAILABLE Brand newly completed three bedroom apartment, available now. Furnished. Located in Leith, off South Fort Street, the Heron Bank development is a brand newly completed modern residential development by Barratt Homes. This sought after location is surround...",https://www.rightmove.co.uk/properties/168280088#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168280088,"DJ Alexander, Edinburgh",29310,Added yesterday,2025-10-16T19:51:15Z,,EH6,2025-10-17T01:45:13.670912,"{'let available date': 'Now', 'deposit': '£2,019', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",907.0,84.0,True,,4.5,10.2,25.4,76.6,60.9,119.8
168278237,1935,"£1,935 pcm",monthly,Apartment,2,2.0,"Anderston Quay, Glasgow, G3",PLATFORM_ has arrived in Glasgow to reimagine the rental experience.,https://www.rightmove.co.uk/properties/168278237#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168278237,"Property Sense, Covering Nationwide",269303,Added yesterday,2025-10-16T18:01:09Z,,G3,2025-10-17T01:45:13.670919,"{'let available date': 'Ask agent', 'deposit': 'Ask agent', 'min. tenancy': '12 months', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,76.68,60.8,79.0,1.94,8.6,26.7
167676725,1600,"£1,600 pcm",monthly,Flat,4,1.0,"High Street, Dalkeith, EH22",Spacious 4-Bedroom Flat in the Heart of Dalkeith This large four-bedroom flat is ideally located just a 2–3 minute walk from Dalkeith town centre and only 5 minutes from the renowned Dalkeith Co... ** Property Reference: 2644190 **,https://www.rightmove.co.uk/properties/167676725#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167676725,"OpenRent, London",96668,Reduced yesterday,2025-10-01T16:08:07Z,,EH22,2025-10-17T01:45:13.670925,"{'let available date': '27/10/2025', 'deposit': '£1,600', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,19.54,20.9,42.6,83.93,56.9,141.9
168272894,1500,"£1,500 pcm",monthly,Flat,2,2.0,"New Mart Place, Chesser, Edinburgh, EH14","Lovely and spacious, furnished, second floor flat in a modern development. This Property offers a Lounge, Kitchen, Two Double Bedrooms, Shower room and an Ensuite. Benefits from Gas Central Heating, Double Glazing and Private Parking. Professional and mature student let only. No pets.",https://www.rightmove.co.uk/properties/168272894#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168272894,"Littlejohns ltd, Edinburgh",224552,Added yesterday,2025-10-16T16:56:12Z,,EH14,2025-10-17T01:45:13.670930,"{'let available date': '05/11/2025', 'deposit': '£1,700', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,17.53,29.3,,70.21,56.8,
167473172,1485,"£1,485 pcm",monthly,Flat,2,1.0,"Canon Street, Edinburgh, EH3","DEPOSIT £500 - Furnished two bedroom flat to rent in Canonmills, Edinburgh TO BOOK A VIEWING ONLINE, PLEASE FILL OUT THE CONTACT AGENT FORM.",https://www.rightmove.co.uk/properties/167473172#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167473172,"DJ Alexander, Edinburgh",29310,Reduced yesterday,2025-09-26T12:21:54Z,,EH3,2025-10-17T01:45:13.670936,"{'let available date': 'Now', 'deposit': '£500', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,1.98,4.8,31.6,74.82,57.1,182.4
168267572,1500,"£1,500 pcm",monthly,Detached,5,2.0,"Green Wynd, Galashiels, Selkirkshire, TD1","1 Green Wynd is a detached home located in the Melrose Gait development on the outskirts of Galashiels. This is an Ockle home type with a flexible downstairs layout comprising living room, large kitchen/diner and dining room or fifth bedroom. LLRN: To be confirmedLARN 1903097",https://www.rightmove.co.uk/properties/168267572#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168267572,"EDWIN THOMPSON, Galashiels",230666,Added yesterday,2025-10-16T15:58:49Z,,TD1,2025-10-17T01:45:13.670942,"{'let available date': 'Now', 'deposit': '£2,250', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,48.98,48.3,104.1,114.73,83.2,168.9
167845598,1850,"£1,850 pcm",monthly,Flat,3,1.0,"Royal Park Terrace, Edinburgh","PropOp are delighted to present to the market this superb 4 bed HMO flat in Holyrood, Edinburgh.",https://www.rightmove.co.uk/properties/167845598#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167845598,"PropOp, Edinburgh",285023,Reduced yesterday,2025-10-06T11:34:02Z,,,2025-10-17T01:45:13.670947,"{'let available date': '22/10/2025', 'deposit': '£1,950', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,2.63,4.7,14.2,88.71,63.2,121.7
167412176,1650,"£1,650 pcm",monthly,House,5,3.0,"12 Broomlands, Kelso","A well-presented family home located in a sought-after residential area. 12 Broomlands offers spacious and flexible family accommodation. Accommodation - Entrance Porch, Hallway, Lounge, Conservatory, Kitchen, Utility Room. Shower Room, Bedroom 4/Dining Room, Bedroom 5/Study, Three Do...",https://www.rightmove.co.uk/properties/167412176#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167412176,"Borders Country Lets, Kelso",92486,Reduced yesterday,2025-09-25T11:30:46Z,,,2025-10-17T01:45:13.670953,"{'let available date': 'Ask agent', 'deposit': '£1,650', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,71.4,65.5,144.4,141.59,103.4,207.0
167500469,1800,"£1,800 pcm",monthly,Apartment,3,2.0,"Blandfield, Edinburgh","Beautifully presented, three-bedroom top floor flat, nestled in a modern, factored residential development in Edinburgh’s popular Pilrig area. Accommodation comprises; Beautiful and modern living and dining room with corner aspect windows and lovely views to Edinburgh Cast...",https://www.rightmove.co.uk/properties/167500469#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167500469,"Rettie, Edinburgh",59954,Reduced yesterday,2025-09-26T19:22:22Z,,,2025-10-17T01:45:13.670958,"{'let available date': '17/11/2025', 'deposit': '£2,000', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",883.0,82.0,True,,1.75,4.4,19.3,75.99,59.4,115.2
164230991,1495,"£1,495 pcm",monthly,Flat,4,1.0,"Peddie Street, West End, Dundee, DD1",DEPOSIT £1995 - 25% OFF FIRST MONTHS RENT. This well-presented main door 4 bedroom HMO property is offering a modern property in a prime location.,https://www.rightmove.co.uk/properties/164230991#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=164230991,"DJ Alexander, Dundee",272654,Reduced yesterday,2025-07-07T09:37:24Z,,DD1,2025-10-17T01:45:13.670963,"{'let available date': 'Now', 'deposit': '£1,995', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",9999.0,929.0,True,,90.12,74.3,124.7,130.34,87.6,163.0
167665760,1450,"£1,450 pcm",monthly,Town House,3,3.0,"0/2, 14 St Francis Rigg","This modern and beautifully presented three-bedroom townhouse offers versatile living with spacious bedrooms, a private garden, and stylish interiors, all set in a sought-after location close to schools, green spaces, and excellent transport links to the city centre.",https://www.rightmove.co.uk/properties/167665760#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167665760,"Martin & Co, Paisley",241631,Added yesterday,2025-10-16T15:07:09Z,,,2025-10-17T01:45:13.670969,"{'let available date': '20/10/2025', 'deposit': '£1,450', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,88.06,68.4,86.2,3.15,10.4,38.2
168107123,1700,"£1,700 pcm",monthly,Flat,3,2.0,"Blackfriars Road, Glasgow, G1",This newly refurbed stylish 3 bedroom flat in Merchant City. Available now The accommodation comprises: Open plan living/dining room/kitchen Master bedroom with en suite shower room Two fu... ** Property Reference: 2654879 **,https://www.rightmove.co.uk/properties/168107123#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168107123,"OpenRent, London",96668,Reduced yesterday,2025-10-10T18:56:55Z,,G1,2025-10-17T01:45:13.670974,"{'let available date': 'Now', 'deposit': '£1,700', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,74.95,60.1,61.0,1.77,5.5,16.2
87345429,1550,"£1,550 pcm",monthly,Apartment,2,1.0,"Panmure Place, Tollcross, Edinburgh, EH3","A spacious and fully furnished two-bedroom property with an additional box room, ideally located just moments from the beautiful Meadows. Offering a fantastic blend of character, comfort, and practicality, this property makes an ideal home in one of Edinburgh’s most sought-after areas. ",https://www.rightmove.co.uk/properties/87345429#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=87345429,"Umega Lettings, Edinburgh",153032,Added yesterday,2025-10-16T14:40:40Z,,EH3,2025-10-17T01:45:13.670979,"{'let available date': '18/11/2025', 'deposit': '£1,800', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,1.98,4.8,31.6,74.82,57.1,182.4
168106946,1500,"£1,500 pcm",monthly,Flat,2,2.0,"Holm Street, Glasgow, G2","We are proud to offer this delightful newly refurbished 2 bedroom, 2 bathroom + Guest bedroom flat in the city centre. Available now -The accommodation comprises: Hallway Open plan living/dinin... ** Property Reference: 2562953 **",https://www.rightmove.co.uk/properties/168106946#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168106946,"OpenRent, London",96668,Reduced yesterday,2025-10-10T18:53:34Z,,G2,2025-10-17T01:45:13.670985,"{'let available date': 'Now', 'deposit': '£1,500', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,76.03,61.9,66.3,0.79,3.7,10.1
87345189,1600,"£1,600 pcm",monthly,Town House,3,3.0,"Camden Terrace, New Gorbals, Glasgow, G5","This newly refurbished three bedroom townhouse is formed over three levels and offers spacious living with gardens, ideally located for the City Centre.",https://www.rightmove.co.uk/properties/87345189#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=87345189,"Countrywide Residential Lettings, Glasgow",3304,Added yesterday,2025-10-16T14:37:56Z,,G5,2025-10-17T01:45:13.670990,"{'let available date': 'Now', 'deposit': '£1,700', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,87.25,66.1,83.3,3.88,10.7,44.3
87342930,1400,"£1,400 pcm",monthly,Flat,2,2.0,"Easter Road, Leith, Edinburgh, EH7",Bright two bedroom first-floor property in a modern development close to the city centre off Easter Road.,https://www.rightmove.co.uk/properties/87342930#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=87342930,"Dunpark, Edinburgh",86593,Added yesterday,2025-10-16T14:10:35Z,,EH7,2025-10-17T01:45:13.670996,"{'let available date': '10/11/2025', 'deposit': '£1,650', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,2.53,9.8,20.0,93.12,67.4,127.5
87342171,1750,"£1,750 pcm",monthly,Villa,3,1.0,"Rosslyn Crescent, Pilrig, Edinburgh, EH6","Home Sweet Home is proud to present this beautiful 3 bedroom, main door, lower villa located in a peaceful cul-de-sac on Rosslyn Crescent, within the highly sought-after Pilrig area - Part Furnished - White Goods Included - Gas Central Heating - Double Glazing - Council Tax: E - Deposit: £1...",https://www.rightmove.co.uk/properties/87342171#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=87342171,"HOME SWEET HOME LETTING AGENCY, Edinburgh",291572,Added yesterday,2025-10-16T14:02:55Z,,EH6,2025-10-17T01:45:13.671001,"{'let available date': '27/10/2025', 'deposit': '£1,750', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Part furnished', 'council tax': 'Ask agent'}",,,True,,4.5,10.2,25.4,76.6,60.9,119.8
167275049,1795,"£1,795 pcm",monthly,Flat,2,1.0,"Warrender Park Road, Marchmont, Edinburgh, EH9","Lovely, fully furnished, ground floor flat. Comprises; Lounge, kitchen/diner, hall, two double bedrooms, box room and shower room. This property benefits from gas central heating and private garden. Professional let only. No pets.",https://www.rightmove.co.uk/properties/167275049#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167275049,"Littlejohns ltd, Edinburgh",224552,Reduced yesterday,2025-09-22T16:22:43Z,,EH9,2025-10-17T01:45:13.671022,"{'let available date': '27/10/2025', 'deposit': '£1,995', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,3.88,9.0,22.2,78.39,55.2,121.2
87341133,1600,"£1,600 pcm",monthly,Flat,2,1.0,"Warrender Park Road, Marchmont, Edinburgh, EH9","A spacious, well presented 2 bedroom FURNISHED property in the popular area of Marchmont. Available now!",https://www.rightmove.co.uk/properties/87341133#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=87341133,"Chapmans, Edinburgh",288905,Added yesterday,2025-10-16T13:51:14Z,,EH9,2025-10-17T01:45:13.671031,"{'let available date': '27/10/2025', 'deposit': '£2,400', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,3.88,9.0,22.2,78.39,55.2,121.2
168020291,2000,"£2,000 pcm",monthly,Flat,3,1.0,"Drummond Street, Old Town, Edinburgh, EH8","Set within Edinburgh’s magnificent Old Town, this superb three-bedroom property occupies a desirable fourth-floor position and is offered for rent.",https://www.rightmove.co.uk/properties/168020291#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168020291,"ELC, Edinburgh",269471,Reduced yesterday,2025-10-09T10:47:00Z,,EH8,2025-10-17T01:45:13.671035,"{'let available date': '27/10/2025', 'deposit': '£2,000', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,2.04,4.2,31.9,89.01,63.5,133.6
87338868,1750,"£1,750 pcm",monthly,House,4,,"Caledonia Terrace, South Queensferry, EH30","**SPECIAL OFFER - FIRST MONTHS RENT FREE**
Stunning 4 bedroom end terrace ""Portree"" Property - Situated in the beautiful and historic town of South Queensferry, ten miles north-west of Edinburgh and close to the shore of the Firth of Forth, this development benefits from spectacular views of the ...",https://www.rightmove.co.uk/properties/87338868#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=87338868,"Simple Life Management Ltd, Bridgewater Village",267566,Added yesterday,2025-10-16T13:27:45Z,,EH30,2025-10-17T01:45:13.671038,"{'let available date': 'Now', 'deposit': '£2,019', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,15.77,22.2,48.8,70.32,48.3,112.9
87338649,1760,"£1,760 pcm",monthly,House,4,,"Caledonia Terrace, South Queensferry, EH30","**SPECIAL OFFER - FIRST MONTHS RENT FREE**
Stunning 4 bedroom end terrace ""Portree"" Property - Situated in the beautiful and historic town of South Queensferry, ten miles north-west of Edinburgh and close to the shore of the Firth of Forth, this development benefits from spectacular views of the ...",https://www.rightmove.co.uk/properties/87338649#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=87338649,"Simple Life Management Ltd, Bridgewater Village",267566,Added yesterday,2025-10-16T13:25:04Z,,EH30,2025-10-17T01:45:13.671049,"{'let available date': 'Now', 'deposit': '£2,030', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,15.77,22.2,48.8,70.32,48.3,112.9
167330843,1550,"£1,550 pcm",monthly,Apartment,3,1.0,"Afton Terrace, Edinburgh","A charming 2/3 bedroom first floor upper villa, in the desirable residential area of Trinity. The property is immaculately presented and beautifully decorated throughout. The accommodation comprises of: shared entrance hallway on ground floor level; private stairs leading to the first ...",https://www.rightmove.co.uk/properties/167330843#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167330843,"Rettie, Edinburgh",59954,Reduced on 14/10/2025,2025-09-23T19:22:22Z,,,2025-10-17T01:45:14.613741,"{'let available date': 'Now', 'deposit': '£1,750', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",1173.0,109.0,True,,3.48,7.0,21.5,73.96,55.5,126.6
168260744,1500,"£1,500 pcm",monthly,Flat,2,2.0,"High Street, Merchant City, Glasgow, G1","Castle Residential are delighted to offer to the market this beautifully presented two-bedroom property, ideally located on Glasgow’s popular High Street.",https://www.rightmove.co.uk/properties/168260744#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168260744,"Castle Residential, Paisley",11124,Added yesterday,2025-10-16T13:15:59Z,,G1,2025-10-17T01:45:14.620269,"{'let available date': '24/10/2025', 'deposit': '£2,250', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,74.95,60.1,61.0,1.77,5.5,16.2
167723540,1450,"£1,450 pcm",monthly,Flat,2,1.0,"Queen Mary Avenue, Queens Park, Glasgow, G42","Welcome to Queen Mary Apartments in association with Pacitti Jones — a collection of luxury apartments in Glasgow, nestled within a peaceful, landscaped setting. Council Tax Pending. This is a superb larger style two-bedroom apartment positioned on the top floor. Featuring an attractive fo...",https://www.rightmove.co.uk/properties/167723540#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167723540,"Pacitti Jones, Glasgow",119935,Reduced yesterday,2025-10-02T15:41:15Z,,G42,2025-10-17T01:45:14.620312,"{'let available date': 'Now', 'deposit': '£2,145', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,87.55,68.4,97.0,4.93,13.4,58.9
168057176,1900,"£1,900 pcm",monthly,Flat,2,1.0,"Holyrood, Edinburgh, EH8","Contemporary, Scandinavian style , convenient, quiet, two-bedroom apartment with private viewing balcony, terrace and free underground parking. Situated in the prestigious Park development. The p... ** Property Reference: 2637172 **",https://www.rightmove.co.uk/properties/168057176#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168057176,"OpenRent, London",96668,Reduced yesterday,2025-10-09T22:13:03Z,,EH8,2025-10-17T01:45:14.620319,"{'let available date': '22/10/2025', 'deposit': '£2,400', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",776.0,,True,,2.04,4.2,31.9,89.01,63.5,133.6
168255911,1950,"£1,950 pcm",monthly,Detached,3,1.0,"36, Dundonald Crescent Newton Mearns, Glasgow, G77 5TJ","Nestled in the charming area of Newton Mearns, Glasgow, this delightful detached house at 36 Dundonald Crescent offers a wonderful opportunity for those seeking a comfortable family home. With three well-proportioned bedrooms, this property is ideal for families or individuals looking for extra s...",https://www.rightmove.co.uk/properties/168255911#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168255911,"KPM Residential, Glasgow",90962,Added yesterday,2025-10-16T12:29:50Z,,G77,2025-10-17T01:45:14.620323,"{'let available date': '10/11/2025', 'deposit': '£2,600', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,92.92,70.9,134.2,17.95,19.4,68.5
168254759,1675,"£1,675 pcm",monthly,Detached,4,2.0,"Hermitage Lane, Shedden Park Road, Kelso, Scottish Borders","THIS PROPERTY IS PRIVATELY MANAGED BY THE LANDLORD (ROXBURGHE ESTATES). ALL ENQUIRIES WILL BE FORWARDED TO THE LANDLORDS WHO WILL RESPOND DIRECTLY. AVAILABLE FROM EARLY NOVERMBER 2025 (tbc) - Delightful, stone built, detached family house near the centre of Kelso. The ac...",https://www.rightmove.co.uk/properties/168254759#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168254759,"Rettie, Edinburgh",59954,Added yesterday,2025-10-16T12:11:18Z,,,2025-10-17T01:45:14.620328,"{'let available date': '01/11/2025', 'deposit': '£3,350', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",2013.0,187.0,True,,71.61,65.1,129.0,141.8,103.0,191.5
168253349,2000,"£2,000 pcm",monthly,Apartment,2,2.0,"Drumsheugh Gardens, Edinburgh, Midlothian","Immaculately presented and impressive flat situated on the top floor of a B-listed renaissance terrace in the heart of Edinburgh’s West End, offering spectacular views over to Edinburgh Castle and the Pentland Hills. Accommodation comprises; Large hall flooded with natural...",https://www.rightmove.co.uk/properties/168253349#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168253349,"Rettie, Edinburgh",59954,Added yesterday,2025-10-16T11:51:20Z,,,2025-10-17T01:45:14.620332,"{'let available date': '17/11/2025', 'deposit': '£2,200', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",1206.0,112.0,True,,2.4,5.5,16.4,72.71,53.1,93.1
167489174,1595,"£1,595 pcm",monthly,Flat,2,2.0,"Cheyne Street, Edinburgh, EH4","DEPOSIT £500 - Two bedroom property in the popular Stockbridge area of Edinburgh. TO BOOK A VIEWING ONLINE, PLEASE FILL OUT THE CONTACT AGENT FORM.",https://www.rightmove.co.uk/properties/167489174#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167489174,"DJ Alexander, Edinburgh",29310,Reduced yesterday,2025-09-26T15:56:13Z,,EH4,2025-10-17T01:45:14.620336,"{'let available date': 'Now', 'deposit': '£500', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,6.91,12.0,32.7,69.63,50.5,136.0
166510433,1500,"£1,500 pcm",monthly,Flat,2,1.0,"Hyndland Avenue, Hyndland, Glasgow, G11",Presenting a newly refurbished two bedroom third floor unfurnished flat in the highly sought after area of Hyndland in Glasgow`s West End.,https://www.rightmove.co.uk/properties/166510433#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=166510433,"CAIRN LETTING & ESTATE AGENCY, Glasgow",58202,Reduced yesterday,2025-09-02T20:33:47Z,,G11,2025-10-17T01:45:14.620340,"{'let available date': 'Now', 'deposit': '£2,250', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,85.88,67.6,85.2,5.0,15.2,40.7
167494277,1400,"£1,400 pcm",monthly,Flat,2,1.0,"1958L Rose Street, Edinburgh, EH2 4BA","REF: 1958L: ROSE STREET   Extremely central and well-located, 2-bedroom property available on Rose Street, at the heart of Edinburgh's bustling city centre. The local area hosts an unprecedented number of amenities including a wide variety of bars, restaurants, shops and Princes Street...",https://www.rightmove.co.uk/properties/167494277#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167494277,"SouthSide Property Management, Edinburgh",50169,Reduced yesterday,2025-09-26T16:53:00Z,,EH2,2025-10-17T01:45:14.620344,"{'let available date': '31/10/2025', 'deposit': '£1,400', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,1.29,3.2,11.3,74.28,55.9,96.5
168248234,1780,"£1,780 pcm",monthly,Flat,2,2.0,"PLATFORM_ in Edinburgh, EH6 5FT","GYM, YOGA STUDIO, CO-WORKING SPACE, PRIVATE DINING ROOM, ROOF TERRACES, KIDS PLAY AREA, and much more!",https://www.rightmove.co.uk/properties/168248234#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168248234,"PLATFORM, PLATFORM_ in Edinburgh",278366,Added yesterday,2025-10-16T10:49:57Z,,EH6,2025-10-17T01:45:14.620347,"{'let available date': 'Now', 'deposit': '£0', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",678.0,63.0,True,,4.5,10.2,25.4,76.6,60.9,119.8
