id,price,price_display,frequency,property_type,bedrooms,bathrooms,address,summary,property_url,contact_url,branch,branch_id,added_or_reduced,first_visible_date,let_type,postcode,search_date,letting_details,property_size_sqft,property_size_sqm,scraping_success,scraping_error,edinburgh_distance_km,edinburgh_drive_time_minutes,edinburgh_transit_time_minutes,glasgow_distance_km,glasgow_drive_time_minutes,glasgow_transit_time_minutes
166769096,1850,"£1,850 pcm",monthly,Detached,4,2.0,"Stuart Road, Dumbarton","Unexpectedly Back On Market ......... EVE Property are proud to present this beautifully upgraded four-bedroom detached home, located within the highly desirable High Overtoun area of Dumbarton. This rarely available property has been thoughtfully modernised throughout to an exceptional standard,...",https://www.rightmove.co.uk/properties/166769096#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=166769096,"Eve Property, Glasgow",75780,Reduced on 13/10/2025,2025-09-09T12:57:17Z,,,2025-10-17T01:45:16.918024,"{'let available date': '18/10/2025', 'deposit': '£2,500', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,107.84,84.2,138.2,32.87,33.4,82.3
168163499,1500,"£1,500 pcm",monthly,Apartment,2,2.0,"1 Templeton Court, G40 1EF","Outstanding home in an equally outstanding building with underground secure parking, elevator, wonderful views over Glasgow Green, two generous bedrooms with master ensuite and an amazing open plan living space giving flexible accommodation.",https://www.rightmove.co.uk/properties/168163499#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168163499,"Slater Hogg & Howison Lettings, Glasgow",5136,Added on 13/10/2025,2025-10-13T15:22:38Z,,G40,2025-10-17T01:45:16.918027,"{'let available date': 'Now', 'deposit': '£1,600', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,74.58,60.3,101.9,4.68,10.6,54.5
168161531,1700,"£1,700 pcm",monthly,Semi-Detached,2,1.0,"Vardar Avenue, Clarkston, East Renfrewshire, G76 7RR","UNFURNISHED / AVAILABLE NOW - This traditional semi-detached villa enjoys a highly sought-after location within a popular pocket of Clarkston, an area renowned for offering access to some of the best schooling in the West of Scotland. Positioned on a fantastic and generous corner plot, the proper...",https://www.rightmove.co.uk/properties/168161531#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168161531,"Clyde Property, Clarkston - Lettings",283025,Added on 13/10/2025,2025-10-13T15:01:31Z,,G76,2025-10-17T01:45:16.918029,"{'let available date': 'Now', 'deposit': '£3,400', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,82.95,67.6,135.3,23.17,22.2,65.1
168159542,1400,"£1,400 pcm",monthly,Flat,2,2.0,"Errol Gardens, New Gorbals, G5",Immaculately presented and spacious 2 bedroom flat is situated in a modern development in the New Gorbals.,https://www.rightmove.co.uk/properties/168159542#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168159542,"Countrywide Residential Lettings, Glasgow",3304,Added on 13/10/2025,2025-10-13T14:36:26Z,,G5,2025-10-17T01:45:16.918032,"{'let available date': 'Now', 'deposit': '£1,500', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,87.25,66.1,83.3,3.88,10.7,44.3
167675384,1750,"£1,750 pcm",monthly,Terraced,3,1.0,"Henderson Terrace, Edinburgh","PropOp are delighted to present to the market this furnished 3 bedroom property, in the sought-after area of Gorgie, Edinburgh.",https://www.rightmove.co.uk/properties/167675384#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167675384,"PropOp, Edinburgh",285023,Reduced on 13/10/2025,2025-10-01T15:54:04Z,,,2025-10-17T01:45:16.918034,"{'let available date': '31/10/2025', 'deposit': '£1,850', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,4.08,8.9,14.6,70.71,49.7,99.1
168047219,1495,"£1,495 pcm",monthly,Flat,2,2.0,"East Werberside, Fettes, Edinburgh, EH4","Located in a quiet residential development behind Fettes, this main door, furnished property benefits from private residential parking, patio area and en-suite. A very peaceful property only a few minutes walk to Stockbridge & Inverleith Park.",https://www.rightmove.co.uk/properties/168047219#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168047219,"Northwood, Edinburgh",257648,Added on 09/10/2025,2025-10-09T16:24:52Z,,EH4,2025-10-17T01:45:17.574518,"{'let available date': '10/11/2025', 'deposit': '£1,595', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,6.91,12.0,32.7,69.63,50.5,136.0
168158234,1750,"£1,750 pcm",monthly,Terraced,3,2.0,"Thorncliffe Gardens, Strathbungo, Glasgow, G41 2DE","UNFURNISHED / AVAILABLE NOW - Located just a stone’s throw from the vibrant Shawlands and Strathbungo districts, this stylish mid terraced house offers excellent decorative order throughout, ideal for those seeking a comfortable, contemporary home in one of Glasgow’s most desirable Southside nei...",https://www.rightmove.co.uk/properties/168158234#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168158234,"Clyde Property, Clarkston - Lettings",283025,Added on 13/10/2025,2025-10-13T14:17:39Z,,G41,2025-10-17T01:45:17.574538,"{'let available date': '20/10/2025', 'deposit': '£3,500', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,82.14,64.0,120.5,7.17,12.2,45.2
167320877,1550,"£1,550 pcm",monthly,Apartment,2,2.0,"West Mill Bank, Edinburgh, Midlothian","A well-presented two-bedroom, first floor apartment with allocated parking, forming part of a modern residential development in Colinton, just 5 miles south-west of the city centre The property is well-proportioned, offering spacious accommodation with a practical layout in good condit...",https://www.rightmove.co.uk/properties/167320877#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167320877,"Rettie, Edinburgh",59954,Reduced on 13/10/2025,2025-09-23T15:57:06Z,,,2025-10-17T01:45:17.574542,"{'let available date': 'Now', 'deposit': '£1,750', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",947.0,88.0,True,,9.25,17.8,50.0,70.16,49.5,143.7
168157193,1600,"£1,600 pcm",monthly,Apartment,2,1.0,"Belgrave Crescent, West End, Edinburgh","3D tour and floorplan available now Well-presented first floor apartment situated in one of Edinburgh`s most sought after Crescents. Situated only 10 minutes’ walk from both Princes Street and Stockbridge, and within a walkable distance to Haymarket Station, making it an ideal lo...",https://www.rightmove.co.uk/properties/168157193#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168157193,"Rettie, Edinburgh",59954,Added on 13/10/2025,2025-10-13T14:04:22Z,,,2025-10-17T01:45:17.574545,"{'let available date': '31/10/2025', 'deposit': '£1,800', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",926.0,86.0,True,,2.68,6.1,21.4,74.18,55.0,98.1
168153830,1600,"£1,600 pcm",monthly,Flat,4,1.0,"Queen Margaret Drive, North Kelvinside, Glasgow, G20","Large four-bedroom, furnished flat available on Queen Margaret Drive, located only a short walk from Byres Road.",https://www.rightmove.co.uk/properties/168153830#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168153830,"Western Lettings, Glasgow",80032,Added on 13/10/2025,2025-10-13T13:20:03Z,,G20,2025-10-17T01:45:17.574547,"{'let available date': '18/11/2025', 'deposit': '£1,800', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,78.48,64.7,93.7,4.64,10.1,43.5
167845595,1650,"£1,650 pcm",monthly,Semi-Detached,3,1.0,"2991L – Baberton Mains Wood, Edinburgh, EH14 3EZ","REF: 2991L: BABERTON MAINS WOOD   Exceptional, 3 bedroom, semi-detached, family home (not HMO) located on Baberton Mains Wood to the south-west of Edinburgh and with quick availability around Edinburgh via the nearby city bypass.  The Gyle Shopping Centre and Hermiston Gait are within ...",https://www.rightmove.co.uk/properties/167845595#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167845595,"SouthSide Property Management, Edinburgh",50169,Reduced on 13/10/2025,2025-10-06T11:33:53Z,,EH14,2025-10-17T01:45:17.574550,"{'let available date': '07/11/2025', 'deposit': '£1,650', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,17.53,29.3,,70.21,56.8,
168150305,1600,"£1,600 pcm",monthly,Flat,3,2.0,"Main Road, Castlehead, Paisley, PA2","We are proud to present this 3 Bedroom Duplex flat in sought after Church conversion. Gated Secure Entrance w/ HD CAMERAS, Low level parking, Elevator and immaculate communal grounds. Comprises;... ** Property Reference: 2656923 **",https://www.rightmove.co.uk/properties/168150305#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168150305,"OpenRent, London",96668,Added on 13/10/2025,2025-10-13T12:22:59Z,,PA2,2025-10-17T01:45:17.574556,"{'let available date': '20/10/2025', 'deposit': '£1,600', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,93.21,74.4,136.6,18.24,23.2,84.2
168004139,1500,"£1,500 pcm",monthly,Bungalow,3,1.0,"Bellard Road, West Kilbride, KA23","Welcome to this charming bungalow in the desired village of West Kilbride, boasting 3 bedrooms, modern fitted kitchen, separate dining and lounge, bathroom and stunning mature gardens. Beautiful... ** Property Reference: 2645652 **",https://www.rightmove.co.uk/properties/168004139#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168004139,"OpenRent, London",96668,Reduced on 13/10/2025,2025-10-08T17:54:04Z,,KA23,2025-10-17T01:45:17.574558,"{'let available date': 'Now', 'deposit': '£1,500', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,127.93,100.0,165.2,51.19,54.4,109.2
168025397,1450,"£1,450 pcm",monthly,Flat,2,1.0,"Hawthornden Place, Edinburgh, EH7","Fully furnished two-bedroom flat with off-street parking, just 2 minutes from Leith Walk. Unexpectedly back on the market - available immediately. Fully refurbished and fully furnished Brand... ** Property Reference: 2621332 **",https://www.rightmove.co.uk/properties/168025397#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168025397,"OpenRent, London",96668,Reduced on 13/10/2025,2025-10-09T11:49:00Z,,EH7,2025-10-17T01:45:17.574561,"{'let available date': 'Now', 'deposit': '£1,450', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,2.53,9.8,20.0,93.12,67.4,127.5
168148433,1500,"£1,500 pcm",monthly,Apartment,2,1.0,"Lawrence Street, Glasgow, G11 5HH","Available 14.11.25! - The Zone Group Are Delighted To Market This Two Bedroom Traditional Furnished Ground Floor Flat, Located Just Off Byres Road, In The Highly Sought After West End.",https://www.rightmove.co.uk/properties/168148433#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168148433,"Zone, Glasgow",71789,Added on 13/10/2025,2025-10-13T12:04:18Z,,G11,2025-10-17T01:45:17.574563,"{'let available date': '14/11/2025', 'deposit': '£1,500', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,85.88,67.6,85.2,5.0,15.2,40.7
168143759,1400,"£1,400 pcm",monthly,Flat,2,1.0,"St Stephen Street, Stockbridge, Edinburgh, EH3",Bright and spacious UNFURNISHED property with private underground parking space. Located in well sought after area of Stockbridge with excellent local amenities.,https://www.rightmove.co.uk/properties/168143759#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168143759,"Bruce Rae Property Management, Edinburgh",113155,Added on 13/10/2025,2025-10-13T11:03:06Z,,EH3,2025-10-17T01:45:17.574565,"{'let available date': '03/11/2025', 'deposit': '£1,700', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",833.0,77.0,True,,1.98,4.8,31.6,74.82,57.1,182.4
168143075,1500,"£1,500 pcm",monthly,Apartment,2,2.0,"Kimmerghame Path, Fettes, Edinburgh, EH4","Modern and trendy development in the popular area of Fettes, Edinburgh. This two bedroom (one does not come with a bed), first floor, furnished flat comes complete with a secure underground parking space and a balcony, perfect for relaxing on those summer evenings. AVA: 11/11/2025",https://www.rightmove.co.uk/properties/168143075#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168143075,"Umega Lettings, Edinburgh",153032,Added on 13/10/2025,2025-10-13T10:54:36Z,,EH4,2025-10-17T01:45:17.574568,"{'let available date': '11/11/2025', 'deposit': '£1,750', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,6.91,12.0,32.7,69.63,50.5,136.0
167672495,2000,"£2,000 pcm",monthly,Flat,4,1.0,"Bellevue Road, Edinburgh","PropOp are proud to present to the market this spacious 4 bed HMO flat in the sought-after area of Bellevue, Edinburgh.",https://www.rightmove.co.uk/properties/167672495#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167672495,"PropOp, Edinburgh",285023,Reduced on 13/10/2025,2025-10-01T15:18:02Z,,,2025-10-17T01:45:17.574571,"{'let available date': '30/10/2025', 'deposit': '£2,100', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,1.43,6.4,16.9,75.97,59.4,112.8
167667692,1800,"£1,800 pcm",monthly,Flat,3,1.0,"Mayfield Road, Edinburgh","PropOp are delighted to present to the market this superb 3 bed HMO property, located in the popular area of Newington.",https://www.rightmove.co.uk/properties/167667692#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167667692,"PropOp, Edinburgh",285023,Reduced on 13/10/2025,2025-10-01T14:06:02Z,,,2025-10-17T01:45:17.574573,"{'let available date': '31/10/2025', 'deposit': '£1,900', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,4.1,8.8,17.9,79.91,54.6,116.9
167013101,1650,"£1,650 pcm",monthly,Terraced,3,3.0,"Grayfaulds Road, Dundee","Rosie Fraser Real Estate are delighted to bring to the market this immaculate three-bedroom mid-terrace home located in the highly sought-after Dykes of Gray Development on Grayfaulds Road, Dundee.",https://www.rightmove.co.uk/properties/167013101#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167013101,"Rosie Fraser Real Estate, Dundee",245798,Reduced on 13/10/2025,2025-09-15T16:26:11Z,,,2025-10-17T01:45:17.574575,"{'let available date': 'Ask agent', 'deposit': '£2,000', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Ask agent', 'council tax': 'Ask agent'}",,,True,,95.36,69.6,141.4,124.63,82.3,193.5
168136040,1700,"£1,700 pcm",monthly,Terraced,3,1.0,"Relugas Road, Grange, Edinburgh, EH9",This recently refurbished three-bedroom lower villa has been renovated to a very high standard and is situated in the desirable Grange area of Edinburgh.,https://www.rightmove.co.uk/properties/168136040#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168136040,"Gilson Gray LLP, Edinburgh",218093,Added on 13/10/2025,2025-10-13T09:17:18Z,,EH9,2025-10-17T01:45:17.574577,"{'let available date': '08/12/2025', 'deposit': '£2,000', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,3.88,9.0,22.2,78.39,55.2,121.2
168135806,1700,"£1,700 pcm",monthly,Detached,3,1.0,"14 Pechey Road, Kirkton, Livingston, EH54 7GN","Brand new 3-bed detached house in Kirkton Campus, Livingston. Ideal family home with driveway, solar panels, unfurnished. Rent £1,700. Available October 2025. Call REMAX for viewings.",https://www.rightmove.co.uk/properties/168135806#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168135806,"Remax Property, West Lothian",270350,Added on 13/10/2025,2025-10-13T09:13:08Z,,EH54,2025-10-17T01:45:17.574580,"{'let available date': 'Ask agent', 'deposit': '£1,700', 'min. tenancy': '6 months', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,29.48,36.2,92.5,49.76,36.6,98.1
168132248,1800,"£1,800 pcm",monthly,Flat,2,1.0,"Buccleuch Street, Edinburgh, EH8","We are delighted to let this newly furnished and fully renovated 2-bedroom flat, 1 minute walk to the University of Edinburgh library and the Meadows Park. This tastefully decorated flat comprises... ** Property Reference: 2656311 **",https://www.rightmove.co.uk/properties/168132248#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168132248,"OpenRent, London",96668,Added on 12/10/2025,2025-10-12T22:23:56Z,,EH8,2025-10-17T01:45:17.574582,"{'let available date': 'Now', 'deposit': '£1,800', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,2.04,4.2,31.9,89.01,63.5,133.6
167947877,1500,"£1,500 pcm",monthly,Flat,2,2.0,"Pilrig Heights, Edinburgh, EH6","Set within an impressive city centre development, this appealing two-bedroom fifth floor flat offers extremely spacious and airy accommodation within easy reach of the amenities and attractions of... ** Property Reference: 2624301 **",https://www.rightmove.co.uk/properties/167947877#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167947877,"OpenRent, London",96668,Reduced on 12/10/2025,2025-10-07T22:13:06Z,,EH6,2025-10-17T01:45:17.574584,"{'let available date': 'Now', 'deposit': '£1,000', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished or unfurnished, landlord is flexible', 'council tax': 'Ask agent'}",,,True,,4.5,10.2,25.4,76.6,60.9,119.8
168119141,1800,"£1,800 pcm",monthly,Flat,2,2.0,"Stockbridge, Edinburgh, EH3",A good sized 2 bedroom basement flat in the sought after Stockbridge area of the New Town. 2 large double bedrooms one with en suite loo shower room. Good quality double and king sized beds remai... ** Property Reference: 2620029 **,https://www.rightmove.co.uk/properties/168119141#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168119141,"OpenRent, London",96668,Added on 11/10/2025,2025-10-11T12:10:30Z,,EH3,2025-10-17T01:45:17.574586,"{'let available date': '19/10/2025', 'deposit': '£1,800', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished or unfurnished, landlord is flexible', 'council tax': 'Ask agent'}",,,True,,1.98,4.8,31.6,74.82,57.1,182.4
168114344,1700,"£1,700 pcm",monthly,Detached,4,3.0,"Waverley Crescent, Livingston, EH54","We are proud to offer this delightful 4 bedroom, 3 bathroom detached house in a great location. Available to move in from 05 December 2025, this property benefits from available parking, and gard... ** Property Reference: 2648105 **",https://www.rightmove.co.uk/properties/168114344#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168114344,"OpenRent, London",96668,Added on 11/10/2025,2025-10-11T08:07:03Z,,EH54,2025-10-17T01:45:17.574589,"{'let available date': '05/12/2025', 'deposit': '£1,962', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,29.48,36.2,92.5,49.76,36.6,98.1
168107690,1900,"£1,900 pcm",monthly,House,4,2.0,"CRAIGLEA DRIVE, EDINBURGH, EH10","DEPOSIT £500 - ground floor, four bedroom house to rent in edinburgh. TO BOOK A VIEWING ONLINE PLEASE FILL OUT THE CONTACT AGENT FORM",https://www.rightmove.co.uk/properties/168107690#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168107690,"DJ Alexander, Edinburgh",29310,Added on 10/10/2025,2025-10-10T19:48:45Z,,EH10,2025-10-17T01:45:17.574591,"{'let available date': 'Now', 'deposit': '£500', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Ask agent', 'council tax': 'Ask agent'}",,,True,,8.24,15.5,46.0,73.5,47.9,151.6
168099776,1400,"£1,400 pcm",monthly,Flat,2,1.0,"Oakfield Avenue, West End, Glasgow, G12 8JF",Conveniently positioned two bedroom unfurnished property with excellent access to a wealth of local amenities & transport links including Kelvinbridge Subway Station.,https://www.rightmove.co.uk/properties/168099776#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168099776,"Chalmers Properties, Glasgow",197270,Added on 10/10/2025,2025-10-10T17:16:41Z,,G12,2025-10-17T01:45:17.574593,"{'let available date': 'Now', 'deposit': 'Ask agent', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,79.26,65.3,90.3,4.35,12.2,53.6
167195459,1950,"£1,950 pcm",monthly,Semi-Detached,4,4.0,"Allerton Terrace, East Kilbride, Glasgow, G75 8RP","UNFURNISHED / AVAILABLE NOW - Clyde Property are delighted to offer this beautiful four-bedroom townhouse to the letting market. The property enjoys a premium sense of open plan living on the ground floor, which opens onto the rear garden. The HD photographs and floorplan will give you an overall...",https://www.rightmove.co.uk/properties/167195459#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167195459,"Clyde Property, Clarkston - Lettings",283025,Reduced on 10/10/2025,2025-09-19T14:07:19Z,,G75,2025-10-17T01:45:17.574595,"{'let available date': 'Now', 'deposit': '£3,900', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,98.75,78.0,,35.84,32.0,
168100643,1475,"£1,475 pcm",monthly,Flat,2,1.0,"Newhaven Road, Bonnington, Edinburgh, EH6",A well-presented two-bedroom ground floor flat forming part of a traditional tenement in a popular location close to the city centre.,https://www.rightmove.co.uk/properties/168100643#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168100643,"ELC, Edinburgh",269471,Added on 10/10/2025,2025-10-10T16:58:34Z,,EH6,2025-10-17T01:45:17.574597,"{'let available date': '20/10/2025', 'deposit': '£1,475', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,4.5,10.2,25.4,76.6,60.9,119.8
168098900,1550,"£1,550 pcm",monthly,Flat,2,2.0,"Pillans Place, Leith, Edinburgh, EH6","Very well presented, FURNISHED 2 bed flat, situated in the popular Shore area in Leith, with loads of amenities close by including tram stop to the city centre.",https://www.rightmove.co.uk/properties/168098900#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168098900,"Burgh Property, Edinburgh",58815,Added on 10/10/2025,2025-10-10T16:43:38Z,,EH6,2025-10-17T01:45:18.250164,"{'let available date': '12/11/2025', 'deposit': '£1,750', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,4.5,10.2,25.4,76.6,60.9,119.8
168095651,1750,"£1,750 pcm",monthly,Flat,2,1.0,"Leslie Place, Stockbridge, Edinburgh, EH4","Stunning first floor two bedroom flat in the centre of ever-popular Stockbridge with an abundance of shops, cafes, bars and restaurants within moments of the front door. This property is offered furnished and with access to a large shared garden.",https://www.rightmove.co.uk/properties/168095651#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168095651,"Northwood, Edinburgh",257648,Added on 10/10/2025,2025-10-10T16:10:55Z,,EH4,2025-10-17T01:45:18.250179,"{'let available date': '06/11/2025', 'deposit': '£1,850', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,6.91,12.0,32.7,69.63,50.5,136.0
168087923,1685,"£1,685 pcm",monthly,Terraced,4,,"Caledonia Terrace, South Queensferry, EH30 9FG","Unfurnished Accommodation:- The apartment is unfurnished, 4-bedroom terraced house in the beautiful and historic town of South Queensferry. he ground floor enters the hallway. Off this is a separate kitchen which has all appliances installed. It further boast a useful storage cupboard and WC. Thr...",https://www.rightmove.co.uk/properties/168087923#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168087923,"Direct Lettings (Scotland) Ltd, Edinburgh",100825,Added on 10/10/2025,2025-10-10T14:52:04Z,,EH30,2025-10-17T01:45:18.250187,"{'let available date': 'Now', 'deposit': 'Ask agent', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,15.77,22.2,48.8,70.32,48.3,112.9
167550038,1995,"£1,995 pcm",monthly,Detached,4,3.0,"Cadwell Gardens, Gorebridge, Midlothian, EH23","Modern detached house, four double bedrooms, three bathrooms, located in the popular residential area Gorebridge with short distance to both bus and train station. Primary schools and nursery near by. Featuring gas central heating and double glazing.",https://www.rightmove.co.uk/properties/167550038#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=167550038,"Belvoir, Edinburgh",54605,Reduced on 10/10/2025,2025-09-29T11:25:23Z,,EH23,2025-10-17T01:45:18.250195,"{'let available date': '14/11/2025', 'deposit': '£2,700', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Part furnished', 'council tax': 'Ask agent'}",,,True,,24.4,32.6,104.0,93.98,67.5,185.5
168086432,1950,"£1,950 pcm",monthly,Semi-Detached,4,3.0,"Allerton Terrace, East Kilbride, Glasgow, G75 8RP","UNFURNISHED / AVAILABLE NOW - Clyde Property are delighted to offer this beautiful four-bedroom townhouse to the letting market. The property enjoys a premium sense of open plan living on the ground floor, which opens onto the rear garden. The HD photographs and floorplan will give you an overall...",https://www.rightmove.co.uk/properties/168086432#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168086432,"Clyde Property, Clarkston - Lettings",283025,Added on 10/10/2025,2025-10-10T14:32:20Z,,G75,2025-10-17T01:45:18.250220,"{'let available date': 'Now', 'deposit': '£3,900', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Unfurnished', 'council tax': 'Ask agent'}",,,True,,98.75,78.0,,35.84,32.0,
168084965,1630,"£1,630 pcm",monthly,Apartment,2,,2 bed - Brandfield Street,"Furnished Accommodation:- We are delighted to bring to market this 2 bedroom furnished property in a stylish development. The property is situated just 10 minutes away from Princes and George Street with many bars, restaurants, and retail shops at your feet. The Fountain Park leisure complex with...",https://www.rightmove.co.uk/properties/168084965#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168084965,"Direct Lettings (Scotland) Ltd, Edinburgh",100825,Added on 10/10/2025,2025-10-10T14:14:15Z,,,2025-10-17T01:45:18.250242,"{'let available date': 'Now', 'deposit': 'Ask agent', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",,,True,,3.63,8.8,15.2,72.92,53.4,94.0
168084614,1935,"£1,935 pcm",monthly,Penthouse,2,3.0,"Minerva Square, Glasgow, G3",***AVAILABLE OCTOBER MOVE IN**| PENTHOUSE APARTMENT 1185 SQ2| 2 Bedrooms | 3 Bathrooms | On Site Management | Pet Friendly | Communal Gardens | Close To Train Station | Zero Deposit Option | Furnished | Discounted Gym Membership | EPC - B,https://www.rightmove.co.uk/properties/168084614#/?channel=RES_LET,/property-to-rent/contactBranch.html?propertyId=168084614,"Cording Residential Asset Management Limited, Minerva Square",272117,Reduced on 10/10/2025,2025-10-10T14:10:41Z,,G3,2025-10-17T01:45:18.250250,"{'let available date': 'Now', 'deposit': 'Ask agent', 'min. tenancy': 'Ask agent', 'let type': 'Long term', 'furnish type': 'Furnished', 'council tax': 'Ask agent'}",1185.0,110.0,True,,76.68,60.8,79.0,1.94,8.6,26.7
